yorum,kategori
teslim aldım fakat berbat bir ürün emekliyseniz ve tüm günü bir cama ayırmaya vaktiniz varsa tavsiye ederim bunla camı silmek yerine vileda ile silmek daha mantıklı :),Bağlamsal/Diğer
çok fulu gösteriyor ve sadece samsung telefonların bazı modellerinde işe yarıyor daha evrensel bir ürün yapılabilinirdi b,Bağlamsal/Diğer
ben halının üzerine parçaların da yapışacağını düşünmüştüm.ancak hiç tutunma olmuyor.halı oldukça büyük ve geniş alana sermek gerekiyor.rengi keşke seçenekli olsa idi.,Olumsuzlama
"ayrıca, ürünü üçlü grup prizlerde kullanmak tehlikeli olabilir, zira 2000w açtığınızda voltajı önemli ölçüde düşürüyor.",Bağlamsal/Diğer
2-kurulumunu kendim yaptım. kolay.,Kısa Yorum
fiyatına göre normal paket içeriği 2 adet??,Bağlamsal/Diğer
telefonda sıkıntı yok gayet güzel eu plug adaptör.,Olumsuzlama
"ürün kaliteli, ebatları ideal alınabilir. hepsiburadadan acelesi olmayanlar alışveriş yapmasını tavsiye ederim.ürün 3 günde kargolandı 1 gün sonrada elime geçti.",Bağlamsal/Diğer
dahili uydu alıcısı yazıyor ama uydu ekstradan geliyor. arkasına monte edilebilen bir uydu.,Bağlamsal/Diğer
ilk kez yarım bıraktığım bir i̇skender pala kitabı,Bağlamsal/Diğer
bi̇r hafta sonra eli̇me ulaşti. ürün kullanimi basi̇t .seszi̇z çalişiyor. sicaklik ayarni ve sikma devri̇ni̇ seçemi̇yorsunuz. arçeli̇k garanti̇ kapsaminda olmasi i̇yi̇.,Yazım Bozukluğu
"- şarj ortalama 1,5 gün gidiyor. (i̇nternet, konuşma, müzik bütün işlemler kullanıldığında)",Yazım Bozukluğu
resimlerde sarı renk gösteriliyor ancak gelen ürün ikiside mavi kız çocuğuna mavi çok yakıştı :)renk secimi veya tek renk ise belirtilmeli bence .,Bağlamsal/Diğer
ilk tartildiktan sonra atiyorum 90 cikiyosa sonra tartildiginda fazla gosteriyor.,Bağlamsal/Diğer
işe gelip gidiyorum çok işime yaradı,Bağlamsal/Diğer
saha öncede alip kullandim.i̇lk yikamada etki̇si̇ni̇ göstermi̇şti̇. bu ürünü bi̇r haftadir kullaniyorum hi̇ç bi̇r deği̇şi̇kli̇k yok şi̇mdi̇li̇k.,Olumsuzlama
kare tost ekmekleri için ideal ama onun dışında hiç bir ekmekle tost yapamazsınız.,Olumsuzlama
açıklamalarında lake boya yazınca tamamen boyalı oldugunu düşünmüştüm ama parlak laminant kaplama olarak geldi. ayrıca koyacağınız yeri iyi belirlemelisiniz çünkü ayakları sabit. benim gibi banyoya düşündüyseniz ayaklarının düz tutmak için ilave parca gerekebilir. ama iş görür kurulumu kolay ve kargosu hızlı,Yazım Bozukluğu
bugün itibariyle tam 2 hafta oldu.hala gelecek!!!! 12 yıldır hepsiburada.comdan alışveriş yapan biri olarak hiç böyle bişeyle karşılaşmadığımı söylemek istiyorum.,Olumsuzlama
hepsi burada bu konuda harika.her sipariste çok memnun kaldım,Bağlamsal/Diğer
eksileri :1- yan kıvrımları ben kendimden dolayı sanıyordum ama genel olarak herkez şikayetci kıvrımlar belli bir süre sonra açılıyor.,Bağlamsal/Diğer
siyah zeminde tutukluk yapiyor cok ilginc geldi bana normalde logitech m600 kullaniyordum hic bir sorunum yoktu ama mouseda sorun yasadim eger bunu alacaksaniz beyaz zemini hazirlayin :),Olumsuzlama
tasarım güzel ama arka kamera içeride olsa ve küçük olsa daha iyi olur kamera büyük ve dışarda çabuk zarar gördü kamerası kılıf kullanmama rağmen arka kapak çatladı cep hizasından düştü,Bağlamsal/Diğer
i̇yi yani: avuç içi kısmı kalın yapılmış.,Bağlamsal/Diğer
"ürün fotoğrafındaki gibi çok kancası yok, 6 kanca ile geliyor, karşılıklı yük dengesi yapmanız gerekiyor, fakat işe yarıyor. kullanışlı.",Olumsuzlama
"ürünü 2 hafta önce aldım, arabamın camına ıslatarak vakumladım ıslatmadan yaparsanız biraz zor ve sağlıksıznolur yoksa bir sorun yok düşünmeden alabilirsiniz.",Olumsuzlama
"bu ürüne benzer aparatı bir holding binasında arkadaşımı ziyarette elimi yıkarken gördüm,nalburlarda ve yapı elemanı mağazalarında(büyük mağazalar)aradım ama fıskiye özellikli olanını arıyordum,sadece burada bulabildim.ürün siparişten sonra 4. günde elime geçti.3 adet almıştım.evimde 2 lavabo ve bir mutfak bataryasına bağladım.söylendiği gibi fıskiyeli akış yapıyor.ancak uzun süre uğraşmama rağmen o bahsettikleri volüme kontrol işinin işe yaramadığını gördüm.yani suyun debisini o vidayla değil,sadece bataryanın altındaki vanalarla sağlayabiliyorsunuz.yani o ayar vidası defalarca üçünü de denedim ve kronometre tuttum,neredeyse aynı.ancak bataryanızın ayar vanasından suyun debisini elinizle ayarlarsanız hakikaten saniyesi saniyesine 1 dakikada ister 2 lt,ister 4 lt yapabiliyorsunuz.normal bataryamın ucunu(suyu köpürten cinsten olan)denedim,1 lt suyu 4 saniyede doldurdu,tasarrufu siz düşünün.eksi yönü ise,kombinin çalışması için şebeke suyunuzun tazyikli ve batarya vanalarınızın tamamen açık olması gerekiyor.yani suyu dakikada 2 lt olsun diye ayarlarsanız sıcak suyu çalıştırmaya yetmiyor.elektrikli termosifon için birebir ancak kombi zaten devreye bile girmiyor.sadece sebeke son ve vana son düzeyde açıksa kombi devreye giriyor o zaman da su sarfiyatı 4-5 lt oluyor.deney gibi oldu ama baya bi bilgi edindim,siz de edinin istedim.ama gerçekten su tasarrufunda birebir.",Olumsuzlama
delta çok fonksiyonlu deluxe kapı barfiksi + mekik & şınav çekme aleti - ds 1325 ürün süper hızlı gönderi deniliyor ama 3 gün geçti hala kargoya verilmedi lütfen kargo işlemini gerçekleştirin,Bağlamsal/Diğer
bu telefonda begendigim ozellikler de var ama en nefret ettigim ettigim ozellik cok cabuk pilinin bitmesi daha 1 saat gecmeden 100de 100 ken 100de 40 oluyor...,Bağlamsal/Diğer
tarama hızı iyi. fotokopiyi de güzel çekiyor.,Bağlamsal/Diğer
fakat bir kaç dakika da gözlerim inanılmaz ağrıdı,Bağlamsal/Diğer
"en önemli nokta 1200 mah batarya içinde yok. ben batarya ile bu fiyata değer dedim aldım, batarya yokmuş, iade ettim. ama yinede herkesin zevki farklı.",Olumsuzlama
"arkadaşlar, telefonu tutan hazne yukarı kaldırıldığında hemen çıkıyor. telefonunuzu almak için bir müdahale ettiğinizde elinizin çarpması halinde düşebilir. veya bir tümsekten geçmede sıkıntı yaratabilir.",Bağlamsal/Diğer
isigi biraz az ama cok pratik . fiyat cok cazip,Bağlamsal/Diğer
icin cok ideal telefondan memnunum,Bağlamsal/Diğer
bu üründen ikinci kez sipariş ediyorum. i̇lk siparişim kullanım esnasında patladı. piyasada daha kalitelisini bulamadığım için ikinci bir şans daha veriyorum aynı ürüne. bu kez musluğu daha kısık açarak deneyeceğim. kullanıcılara tavsiyem hortuma giriş musluğunu sonuna kadar açmamamalarıdır. hortumun dış kumaş yapısının altında lastikten bir boru mevcut. bu boru suyla dolunca genişleyerek hortumun uzamasını sağlıyor. kullanılan lastik materyal basınca daha dayanıklı üretilmiş olsa hortum uzunca bir süre keyifle kullanılabilirdi.,Yazım Bozukluğu
shellden aldım kullandıktan sonra yakıt düştü bujilere baktım çok güzel çıktı fakat arabam kattiktan sonra biraz yağ eksildi,Bağlamsal/Diğer
"herkese selam bu tip ürünler evet çok güzel gösterir lastiğinizi veya aracınızdaki siyah renkli olan diğer aksamları (çıtalar, boyasız tamponlar, aynalar, kapı kolları vs...) fakat kötü tarafları kalıcı olmamaları yıkamasanız bile 1-2 günde etkisini yitirirler. bence kendiniz yapın daha iyi nasılmı? işte tarifi;",Karma Duygu
"bir sd kart neden kötü olabilir ki denebilir, ama akıllı telefonumu ve beni delirtti :) sd kart bir var bir yok oluyor. düzenlediğim dosyalarım sürekli gidiyor ve ve görünür olduğunda da düzenlemeler kaybolmuş oluyor, sürekli aynı şeyleri tekrar tekrar yapıyorum. aynı telefonda bir çok kart denedim, samsung gibisi çıkmadı.",Olumsuzlama
"objektifin otomotik af motoru bulunmadığından nikonun bazı modellerinde manuel netleme yapmak zorundasınız. bu fotoğraf makinaları d40, d40x, d60, d3000, d5000, d3100, d5100 dir. bu makinalar ile birlikte kullanacaksanız otomotik netlemeyi unutmanız gerekir.",Bağlamsal/Diğer
general mobile sitesinde discovery 2 discovery 2+ ve air modellerinde 720px ile video çektigi yazıyor yani full hd video çekimi yok bu yüzden buna dikkat edin..,Olumsuzlama
ben de bu epilatörü almayı düşünüyorum yorumlarınızı okudum ama benim için pek açıklayıcı olmadı.lütfen benim için biraz daha yazı yazın ve lütfen bana onay atın.....,Olumsuzlama
bu cihaz nasıl calışıyor tam olarak bilgisi olan varmı yaptm ışığı yandığı halde titreşim yok en yüksek seviyede bile,Olumsuzlama
"üç adet sipariş verdim hızlı kargo için teşekkür ederim lakin eksikler mevcut abartıldığı kadar iyi değil sebep : ses boğuk geliyor tam olarak ses alabilmeniz için sesi biraz azaltmak gerekebiliyor , şarj girişi devamlı açık üzerindeki ufak ped kati suretle kapansada açılıyor, sesi kristalleştirdiği falan yok :d bildiğin ses :d gürültüyü temizlemesi falan tamamiyle hikaye :d şarj süresi yeterli gerçekten ilk aldığım günden beri şarja takmadım ve günde 3 saat minimum görüşme yapan bir insanım ...",Olumsuzlama
"hızlı gönderim için teşekkürler ürün gayet kullanışlı, şık ve güzel fakat aynı ürünü hemde aynı marka olmasina rağmen ankarada çok daha ucuza bulmam beni biraz üzdü açıkçası yine de tesekkürler :)",Bağlamsal/Diğer
ben usb 3.0 diye daha fazla beklentim vardı ama normal usb2.0 karşı hemen hemen 2 katı fena değil.,Olumsuzlama
bu kilidi ozellikle mutfak kisminda kullanacaksınız cok büyük sikinti yasarsiniz . yapiskanlari hemen atmakta,Bağlamsal/Diğer
"arada kendi kendine düsüyor, biraz korkutucu :)",Bağlamsal/Diğer
"yaklaşık bir yıldır kullanıyorum. ürün elinize ulaştığında lüks tasarımı şaşırtıyor. gayet güzel fakat gereksiz olduğunu düşündüğüm çok parça var, mesela taşıma kesesi, dijital sayaç, başlık konulacak apart... bunların fiyatı gereksiz artırdığını düşünüyorum. şarjı az gidiyor ve yeniden şarj olmazı upuzun sürüyor (12+ saat). en önemli eleştirim ise taşıma kutusu çok çabuk macun lekesi tutuyor ve gerçekten temizlenmiyor! sözün kısası şudur; fırçası gerçekten müthiş! tasarım harikası! fakat geride kalan aparatlar fiyatı artıracak ve hiçbir işe yaramayacak.",Olumsuzlama
ayrıca turbolu araçlarda motora koyduktan sonra lifter sesi gelmeye başlıyor bunun sebebi subapların önünü kaplaması böylelikle yağın iyi şekilde pompalanmasına mani olması diye düşünüyorum.,Bağlamsal/Diğer
kurulumdan sonra bazı kanallar çekmedi. uydu alicisi türksat ve hotbirt ikisi bi arada sorun yaratıyor. servise ve uydu alıcısı servisine fazladan para bayıldık. türksat çekse diğer ikinci çanağı kabul etmiyor. sıkıntı. uydu alıcılı tv ler problem....,Bağlamsal/Diğer
arkadaşlar bende fiyat uygun diye aldım site güvenlik istemide kullanılmak üzere biraz küçük oldu ama güzel. mutfak için güzel tavsiye ederim.,Bağlamsal/Diğer
alalı 4-5 ay oldu,Kısa Yorum
bir kredi kartından kalın! bıçak yapıştırma ile içine gömülmüş. ben cebime koyarım gerektiğinde kullanırım diyorsan işini görür ama masada otururken elimde oyuncak gibi oynayacam. sürekli kullanacağım dersen dayanmaz bence. çünkü yapıştırma bir ürün. ve ara kısımları kaynak bana ileride kopacakmış hissini veriyor,Bağlamsal/Diğer
ürünü alalı 2 hafta oldu temizlik konusunda 10 numara.ammaaaaaaaaaa çok fazla ses çıkarıyor ve oldukça hantal(kocaman).yine belirteyim diğer makinemle boşuna temizlik yapıyormuşum.ardından toz bırakma olayı yok.seçiminizi ona göre yapın.,Olumsuzlama
çok fazla gözle görülür bir değişim farketmedim. belki de aracım yeni olduğundan ve boya matlaşmamış olduğundan dır ama bence pamukla yapılan klasik cilaları kullanmak daha mantıklı. biraz yorucu oluyor ama iyi koruyor.,Olumsuzlama
plasti̇k kali̇tesi̇ 2 sinif .,Bağlamsal/Diğer
"donusu ayarlayan aparat sabit sadece 45 derecelik bir aciya izin veriyor, ya da cikartip tam tur attirabiliryorsunuz, arasi mumkun degil, eger tam tura uygun bir sulama alanininiz yoksa, takip unutuamiyorsunuz, 2-3 defa yarini ya da yonunu degistirmeniz gerekiyor.",Olumsuzlama
sipariş verdik elime ulaştığında olumlu veya olumsuz değerlendirmelerim olacaktır...,Yazım Bozukluğu
arkadaslar bundan önceki bütün yorumları yok sayın. telefonun ince ayrıntılarını yazacağım size. telefon evo garantili geliyor. a8 in sm a-8000 modeli. diğer a8 ler android 6 alabilirken bu modelde kesinlikle güncelleme yok. telefon her anlamda iyi evet ama güncellemesiz telefon çöptür diye bir deyim de var. düşünün yeni ux arayüzünü alamıyorsunuz. bu model olduğunu bilsem kesinlikle almazdım. şarj aleti dönüştürücülü geliyor ama sıkıntısı yok. isınma sorunu her telde olduğu gibi bunda da var ama şarjın son rakamlarında fazla uygulama kullanılırsa 10 olan şarj iki dakika içinde bitip kapanıyor. bunların dışında incecik telefon ama şuan iade edebilsem bir sn durmam ederim.,Olumsuzlama
"arkadaşlar, bu ürünü bu gün aldım. merakımdan hemen evi süpürdüm. hiç çekiş gücü yok gibi ama, su acayip kirlendi nerden geldi o kir şaşırdık. belkide suya çekme sistemlerinin hepsinin çekişi zayıftır, bilmiyorum. valla fena değil, inşallah uzun ömürlü olur. alanlara, ve bize hayırlı olsun. ihtiyacı olan alsın selamlar......",Olumsuzlama
"şarj ile çalışması güzel ama elektrikle çalışmıyor olması kötü...çağımızda elektriksiz nefes alınmaz haldeyken bu aletin bataryasına güvenmek akıl işi değil. aldım,kullandım, dünyanın parasını bayıldım...pişmanım.....",Olumsuzlama
urun 7000 mah degil g2 tlf numu 1 kere sarj ediyor baska da etmiyor .,Bağlamsal/Diğer
"paketi açıp ürünü çıkardıktan sonra kolları sıvayıp uygulama videosu eşliğinde itina ile yapıştırdım ekrana. öncesinde öyle titizlikle sildim ki ekranı aşındı neredeyse. neyse aynen anlatıldığı gibi yaptıktan sonra şöyle bir baktım telefona ve ilk denememde hallettim diye sevindim. çünkü gayet güzel ortalanmıştı ve tek bir toz veya kabarcık kalmamıştı koruyucunun altında. yapıştırıp tekrar kaldırmamıştım da tek defada oturtmuştum. ne olur ne olmaz diye kavisli kenarlardan belki 15-20 dakika boyunca bastırdım. koydum masanın üzerine, yarım saat sonra baktığımda ne göreyim? bildiğin kanatlanmış telefon, kavisli kenar kavramını ortadan kaldırmış koruyu ve düzlemiş kendini. eğer bu şekilde kullanmak hoşuma gider derseniz tavsiye ederim.",Olumsuzlama
patates dilimlemesi hoşuma gittiği için tercih etmiştim ama patatesler güzel dilimleniyor yalnız biraz ufak sanki. onun haricinde havuç veya patales resndelemesi güzel.soğan dilimlemede güzel. güzel bir rendeleyici. vakitten kazandırıyor.,Bağlamsal/Diğer
birde mouse 0.5cm kaldırdığınızda bile tepki veriyor.,Bağlamsal/Diğer
snapdragon 2xx kullanıyor işlemci olarak. akıllı saatler bile kullanmıyor bu işlemciyi.,Bağlamsal/Diğer
kötü yanı:,Kısa Yorum
normal yatağın konforuna ulaşması tabiki imkansız. yinede kullanıldığında çok uygun ve rahat. dönüşlerde rahatsız edici bir ses çıkarıyor ama uykudan uyandırmıyor. düşme riskide yok. kolay şişiyor ama indirmesi biraz uğraşlı. ansızın gelen misafirler için kurtarıcı rolünü üstleniyor. en büyük artısı bu.,Olumsuzlama
"ben yanildim, siz de yanilmayin,",Bağlamsal/Diğer
urun harika hepsiburada inanılmaz hızlı tesekkurler,Bağlamsal/Diğer
arkadaslar evde kas yapmak istiyorsanız bu mouse yi alabilirsiniz. gerçekten çok ağır bir mouse tavsiye etmem,Bağlamsal/Diğer
demlik kapağı var ama çaydanlık kapağı yok - demlik kısmı biraz küçük - saplar kaliteli değil.,Olumsuzlama
"güncellenmesi lağzım. her gün kanal listesi kendi kendine değişiyor. tkgs yi kapalı yapsamda kanal listesi değişiyor. favori kanalları kendi keyfime göre oluşturmama, silmeme, yer değiştirmeme müsade etmiyor.",Bağlamsal/Diğer
i̇yi çalışmalar.,Kısa Yorum
"arkadaşlar ürün 2 gün içinde elime ulaştı, lastikleri çok güzel parlatıyor, 3 gün oldu parlaklık halen duruyor, anladığım kadarıyla tozda tutmuyor, alacak arkadaşlara tavsiye ederim.",Bağlamsal/Diğer
"led lambaların fiyatını soğutucu ve malzeme kalitesi belirler. oyuncak gibi bir şey. hafif , mikasıda iyi değildi.",Olumsuzlama
"ürün yeni elime geçti ve ürünün içerisinde açıklamalarda görülen saç şekilendirici olan aparat yoktu , diğer modelinde varmış .burada açıklama kısmında difüzör yok olarak yazıyor ama görsellerde var . şekilendirici kısmı bana çok lazımdı ürünün alma sebeblerimden birisiydi. yanılgıya düşmeyin alacak olanların bilgisine ...",Olumsuzlama
tavan kısmı düz olanlar için ideal ama bendeki gibi üstünde kemer olan salıncaklarda boyu kısa geliyor,Bağlamsal/Diğer
3-fps oyunlarinda genel olarak mouse bilek ile cevirilmez kol ile cevirilir hassasiyet diptedir. bu mouse ise hem agir hemde kol ile hizli cevrilince mevlana gibi donuyor.,Bağlamsal/Diğer
yatma pozisyonu yok dik duruyor ama kalite olarak fitayına göre iyi,Olumsuzlama
ucuz olması ve şık kutusu dışında pozitif bir şey söylemek çok zor,Bağlamsal/Diğer
5- gündüz kamera çekim şahane (ama gece için aynısını diyemem),Bağlamsal/Diğer
fan pin girisi az,Kısa Yorum
"ürünü aldım kullandım, süngerle lastiğe yedirirken köpürüyor sonra kuruyo ve lastik simsiyah(mat) oluyo. ben 3 kere uyguladım lastiklerin parladığını görmedim. tabiki eski halinden güzel oluyor. aracı gösteren lastik ve jantlardır her araca lazım.",Bağlamsal/Diğer
lastikler cok iyi...puani hepsiburadaya veriyorum...ucretsiz takma hizmeti yok kargo 10 gunde geldi...,Olumsuzlama
"tefalin giriş seviyesi buhar jeneratörlü ütüsü diyebiliriz. tabanı alüminyum levhadan yapılmış ölçüleri küçültülmüş, ağırlığı azaltılmış. eski tefal ütülere göre oyuncak gibi geliyor. buhar performansı iyi ancak kurutma makinesinde çok kurumuş kot pantolonlarda biraz bastırmak gerekiyor. yeni başlayan aileler için ideal. endüstriyel kullanılamaz. basit ev tipi cihaz. indirim yakalarsanız tavsiye ederim.",Bağlamsal/Diğer
diğer alıcıların yorumları tamamen doğru. renk konusunda seçme şansınız yok. benim en son tercihim geldi.,Olumsuzlama
"ürün çok şık ancak 3.0 olmadığı için hızı çok yavaş, ayrıca 14.5 gb kullanım alanı var.",Olumsuzlama
yürümeyi sökmek üzere olan yeğenime 1 yaş hediyesi olarak aldık. fakat ilk denemede zorlandı. çünkü bunu kullandığında önü açık düz bir alan olmalı. manevra yapamaz. özelliklede yeni alanlar bebeğin düşmemesini sağlamalı yoksa olumsuz koşullanabilir.,Olumsuzlama
media center adında dosya yöneticisi var ondada film ve fotoğraf ön izleme yok.,Olumsuzlama
normal kullanım için uygun bir klavye,Bağlamsal/Diğer
"artısı: malzeme ve imalat kaliteli, uygun fiyat",Bağlamsal/Diğer
ses kalitesi kullanımı duruşu herşeyi güzel ancak açma ve kapama için olan düğmeye telefon çagrı konumunda degilken kazara basılırsa son numarayı tekrar arıyor tek kötü yanı bu bence,Karma Duygu
ürün fiyata göre orta seviyede her iki dumbell da 10 kg boyutlarının büyük olması hareketlerde sorun yaşatabilir .,Bağlamsal/Diğer
"3 günde eli̇mde oldu, fi̇yati bi̇raz pahali ama kampanyalar i̇le alinabilir oluyor. ben world kartin %15 ve play kartin %25 kampanyasi i̇le aldim epey bi̇r i̇ndi̇ri̇m oldu.",Bağlamsal/Diğer
fena değil diyecem çünkü bütün forumları internetteki yorumları filan araştırdım vede çok met ediyolar diye aldım çok sessiz sıfır ses gibi yorumlar okudum bazılarına sordum motordan hiç ses gelmiyo dediler ama baloncuklar ses yapabiliyor onuda kapatabiliyosunuz filan dediler hep ama ses var makinada baloncuklarda ses yapıyo alınca biraz hüsrana uğradım gece 12 den sonra da yatarken ses geliyo ama ben yatabiliyorum makinayla çok rahatsız etmiyo akvaryumun tepe motorunun ve baloncuklarının çıkardığı sesten yarı yarıya daha sesiz ama ses var yinede öyle anlattıkları gibi sıfır ses filanda değil bundan öncede 3701 kodlu hava motorunu aldım eheim ın oda sıfır ses filan değil yani ondanda hem motordan hemde baloncuklardan ses geliyo hatta bu iç filtrenin motoru daha sesli diyebilirim....bu sessizlikte çin malı ürünlerde almak mümkün bende daha öncede vardı marka diye aldık işte bide yorumlar hep sıfır ses yok böyle bi̇r şey,Olumsuzlama
eğer fiyatı 5 tl olsaydı harika bir ürün diyebilirdim...,Bağlamsal/Diğer
ürünü deneyen varmı plastik kalitesi nedir ? fiyatı uygun ama bunlar yere düşme durumunda çatlıyormu içindeki demir tozumu lütfen alan birisi yanıtlarsa çok sevinirim,Bağlamsal/Diğer
sonuç: yazin yaz lasti̇ği̇ kişin kiş lasti̇ği̇ kullanin 4 mevsi̇m aldatmacasina kanmayin...,Bağlamsal/Diğer
3 - 4 mb ile yapıyor işlemleri,Bağlamsal/Diğer
1 tanesi 60-70 mb (orayda birkaç prog. olduğunu tahmin ediyorum),Bağlamsal/Diğer
bluetooth klavye/mouse takılamıyor.,Kısa Yorum
ürünün türk malı olanları var. ama çin malı olduğu belirtilmemiş. çin malı olduğunda belirtilmeli,Bağlamsal/Diğer
kisa sürede eli̇me ulaşti sorun yok. teşekkürler hb.,Olumsuzlama
"merhaba arkadaşlar,",Kısa Yorum
ürün çok geldi.,Kısa Yorum
ürün çok kaliteli ancak 2 yıldız vermemin sebebi beden ler okadar küçükki 2xl nerdeyse medium boyutunda alırken buna dikkat...,Bağlamsal/Diğer
"braun satin hair boyalı saçlar için düzleştiricimin plakaları aşındığından (ki bu benim kötü kullanımımdan kaynaklıydı), yeni bir düzleştirici bakarken philip in bu ürününü gördüm. tekrar braun almayı düşünüyordum ancak bu ürünün iyon vs özelliği dikkatimi çekti ve sipariş verdim.",Bağlamsal/Diğer
kokusu çok keskin hepsini uygularken iki kere düşünün.,Bağlamsal/Diğer
bunun kadar elektrik yakan makine görmedim,Bağlamsal/Diğer
"yoksa ürüne lafım yok, oldukça güzel, ve faydalı.",Olumsuzlama
"bir daha alır mıyım hayır . ama felix bu otomat sorununu giderirse , ürün bence mükemmel olacak .",Bağlamsal/Diğer
çok iç acıcı değil ama genede biraz faydasını görürsünüz,Olumsuzlama
kalitesi fiyatıyla orantılı yani bu çay makinesinde kalite beklemeyin.i̇ki haftadır kullanıyorum su falan sızdırmıyor .alt tarafındaki plastik kısmı her an dağılacak gibi .birkaç sene bu markanın su ısıtıcısını kullandım sorun çıkarmadı.,Bağlamsal/Diğer
sadece iyi parlattı çizikleri gideremedi.ama hakketen iyi parlattı.arabam ilk aldığım günki gibi parladı fırça çiziklerinde çokta başarılı değil.belkide ben uygulamada hata yaptım elle yapılan parlatma belkide bu kadar,Olumsuzlama
ürün fiyatı uygun fakat düşündüğümden ve resimde göründüğünden daha küçük gibi geldi. henüz kullanmadım. inşallah iş görür.,Bağlamsal/Diğer
acılıp kapanırken takılı kalma sorunları var ancak fiyat performans olarak iyi durumda bazı plastik aksamlarının kalitesi düşük su gecirmez kabı güzel kullanışlı kask için aparat yok amatör kullanıcılar icin ideal bir ürün,Olumsuzlama
85den 82 indirdi. 3 derecelik bir performans elde edebildim. plastik ürün zaten berbat kalite olarak.,Bağlamsal/Diğer
koku gayet uygun bir fiyata geldi bana hepsi buradanın kampanyaları sayesinde.yanlız cok ağır ve keskin bir koku yazın pek kullanılmaz belki kışın.,Yazım Bozukluğu
"ürün çok güzel su tasarruf yapıyor ama, kullanırken fıskiyeli olmasından dolayı, etrafa çok su sıçratıyor.",Bağlamsal/Diğer
gericinin önde gidenidir. ona göre değerlendirin,Bağlamsal/Diğer
ürün resimde görüldüğü gibi canlı değil mat fiyatına göre uygun,Olumsuzlama
sonuç olarak televi̇zyon karşisinda 10 dak tiraşin %80 i̇ni̇ halledi̇p geri̇ kalanini 2 daki̇kada ji̇letle üstünden geçi̇p i̇şlemi̇ bi̇ti̇rebi̇li̇yorsunuz.almak i̇steyenlere bu ürünü tavsi̇ye edi̇yorum.,Yazım Bozukluğu
tesli̇mat hizli ürün i̇se gayet kullanişli,Bağlamsal/Diğer
demlik örüntüsü niyetiyle su damlatmaz die aldım....,Bağlamsal/Diğer
tavsiye üzerine aldığım bir parfüm. kokusu hadi idare eder ama kalıcılık konusunda hiç iyi degil. kalıcılık arayan arkadaşlar joop ve burberries klasik kesinlikle tavsiyemdir.,Olumsuzlama
"dez avantajı, tel çaldığında titremiyor ve karşıda ki kişiden sonra kapatırsanız en son kişiyi tekrar arıyor, o an fark etmezseniz tekrar arama yapmış olursunuz.",Bağlamsal/Diğer
başka ürün kullanıyorduk denemek için aldık ama kızarıklık oldu. o yüzden bıraktık. bedeni iyi geldi. fiyatı çok uygun.,Bağlamsal/Diğer
güzel bir boya saçlarım eski doğallığına geri döndü. kendinizin uygulayabilmesi özellikle çok güzel bir özellik. tavsiye ediyorum. denerseniz neticeyi görürsünüz.,Bağlamsal/Diğer
fiyat iyi piyasadaki adi dandik urunleri alacaginiza bu urun avantajli ve iyi bir fiyata urun,Bağlamsal/Diğer
1 tanesi 400 kullanımlık yazıyor ama 50 kullanım olmadan bitti,Bağlamsal/Diğer
ürün güzel fiyat olarakta iyi tavsiyye ederim,Bağlamsal/Diğer
ram kapasitesini yazmamışsınız iyi ihtimalle 512mb dır 256 olmasından çok korktum,Bağlamsal/Diğer
"bu fiyata kaliteli bi kalem beklemeyin,hafif ama yazımı güzel.",Yazım Bozukluğu
elektrik kablosu bağlantısı bile sanayi tipi kullanım için tasarlanmış. en büyük ocak gözünü tam güç çalıştırdığımızda evdeki tüm lambaların voltajı düşüyor.,Yazım Bozukluğu
beden boyuna gore biraz kucuk. xl medium gibi sanki.,Bağlamsal/Diğer
"bir hafta öncesinde arkadaşım 30 tl daha ucuz aldı,119 tl'lik bir üründe 30 tl fark manidar,hediye olarak aldim,fiyat içime sinmediyse de çocuk memnun oldu,sorun yok",Olumsuzlama
arka stopun kelepçesi dağ bisikletime çok dar geldiği için takamadım..daha geniş yapılmalıydı..ön far kelepçesi oturuyor fakat çok gevşek ve en ufak titreşimde yerinden çıkıyor...sürüş esnasında düşme ihtimali çok yüksek,Yazım Bozukluğu
urun guzel kesiyor hatta jiletten daha guzel kesiyor ama cok sivilce ve makinada acayip bir koku olusuyor surekli yikamama ragmen,Bağlamsal/Diğer
"komşumun 4.sınıfa giden çcuğu tutturdu, araştırdık hepsi buradan uygun bulup aldık çok işe yaradı hem gitar çalma hobisi tatmin oldu hemde yaramaz bir çocuktu şimdi daha uslu güzel oyalıyor, bence isteği olan acemiler için ideal",Bağlamsal/Diğer
kötü yanları;,Kısa Yorum
2-ana gövde ayak bağlantıları zayıf ve az olduğundan çok oynuyor,Bağlamsal/Diğer
telefonun baş sar değeri güvenilen sınırın altında 0.81 fakat vücut sar değeri yüksek olmuş 1.65 ! sadece sar değeri için alınmaz. vücut sar değerinin yüksek olması dışında fiyatına göre özellikleri gayet iyi olmuş.,Bağlamsal/Diğer
ses sevi̇yesi̇ düşük yükselmi̇yor,Kısa Yorum
kargo 2 günde geldi.,Kısa Yorum
bu siteden çok kitap alırım ve hep zamanında teslim edilir.,Bağlamsal/Diğer
resimlerde daha güzel ve kaliteli görünüyor,Bağlamsal/Diğer
çok çok güzel bi̇r koku bi̇rde kalici olsa i̇di̇ gi̇tti̇ paralar....,Bağlamsal/Diğer
