yorum,kategori
ürün bu fiyata göre iyi sayılır. tek dezavantajı ürünün tamamen demonte gelmesi. bayağı uğraştıracağa benziyor.,Bağlamsal/Diğer
"yıllar önce kullanmıştım ve burada görünce fiyatınıda uygun bulup aldım,fakat kullanınca pek orjinali gibi durmadığını hissettim,çünkü bundan 14-15 yıl öncesi bu kokuyu kullandığımda kalıcılığı daha yüksekti,şimdiki alıp kullandığımı her gün hatta sabah akşam kullanıyorum hiç o eski tadı vermiyor.",Olumsuzlama
16 gb hafızanın 13 gb ı makinede dolu 3 gb neye yetecek,Bağlamsal/Diğer
büyük ekran severler için ideal 2.gb ram teli uçurmuş..ön selfi kamerası harika ama arka ana kamera tek kelimeyle berbat greenlenme bu cihazların hastalığı batarya bir fiil oyun oynayan nete girenleri üzebilir şarzı hızlı tükeniyor onun haricinde 1 günü hatta 2.günü çıkarabilirsiniz.kasa çok ince ve şık çözünürlük tatminkar.fiyat ise 2. elde 500 lere düşüyor.,Karma Duygu
tek kullanımda bile kireç cam olması sebebiyle kötü bir görüntü oluşturuyor bu sebeple çok sık temizlenmesi gerek.,Bağlamsal/Diğer
"gerçi ebatlarını yazıyor ama, ben standarttır diye dikkat etmemişim.",Bağlamsal/Diğer
"şarj süresi, apple orijinal ürüne göre çok ama çok uzun. bilgisayara takınca da tanımayabiliyor. bendeki imacde tanımadı. elektrikli bir ürün olduğunu düşünürsek alınacak risk değil, kıyın paranıza orijinal ürün alın.",Olumsuzlama
eşi̇m çok pahali buldu,Kısa Yorum
uzun zanandı vücüt gelistirmek amacıylada olmasada danbıl halterle calıs mıs biriyim nedense bu spor aleti beynime yattı resimde salamlıgıyla güven veriyor ama yinede dedirginim sipariş veripte kullanan varsa beni bilgilendirsinler yakında bnde siparis vermek istiyorum insallah saglam çıkar,Yazım Bozukluğu
kaliteli birşey değil.parasını hak etmiyor. şuan ki fiyatının yarısını hak ediyor.,Olumsuzlama
kullanışlı görünse de biraz dar.,Bağlamsal/Diğer
diğerlerine kıyasla fena değil gibi,Olumsuzlama
bunca yazılanlari umarım ciddiye alırlar,Bağlamsal/Diğer
"10 yaşında oğlum kendi istedi aldım. ama uyarmıştım. sabah kalktığında saatin kaç olduğunu anlayamazsın diye. akrep, yelkovan kesinlikle beyaz olmalıydı ya da zemindeki tuğra daha soft, daha pastel olabilirdi. ayırt etmek zor oluyor. saatin kaç olduğunu zor anlıyorsun. kesinlikle açık renk zeminli, koyu kadranlı bir saat almanızı tavsiye ederim. saat sessiz çalışıyor. bu iyi bir özellik.",Bağlamsal/Diğer
ürün gerçekten iyi yalnız ben daha önce hiç çadır kurmadım bu sebepten kullanım kılavuzuna başvurmam gerekti ancak çıkan bir a4 kağıdına saçma sapan resimleri olan ne olduğu belirsiz bir a4 kağıdı sonuçta kurdum ama klavuza bakmadan tahminlerimle baksaydım hala uğraşıyor olurdum :),Olumsuzlama
diğer markalar kasa/ekran oranı ve ekranda kullanılabilir alan için yatırım yaparken ekranın altındaki sanal tuşlar çok saçma olmuş ve kaldırılamıyor.,Bağlamsal/Diğer
i̇nternetten el bedeni nasıl bulunacağına bakarak m beden aldım çok az bi sıkma var inşallah genişler zamanla,Bağlamsal/Diğer
ürün çabuk ulaştı elime . zaten markası belli fiyatı piyasa fiyatına yakın. kargoyla beraber pek hesaplı olmadı ama idare eder.,Olumsuzlama
uzun süredir kullanıyorum edt olması sebebiyle ciddi bir kalıcılık beklemiyorum. ama son süreçte esans miktarını iyice düşürmüşler. önceden enazından sabahtan öğleye kadar kokuyu ara ara hissediyordum. şuanda sabah evden çıktığım anda kokunun etkisi gidiyor. sıktıktan 1 saat sonra üzerimi kokluyorum kokuyu alamıyorum,Bağlamsal/Diğer
"bu telefonu iki aydır kullanıyorum, pili evet diğer akıllı telefonlara göre uzun sürüyor, internette sık dolaşırsanız 1 gün, az kullanırsanız 2 gün bile idare ediyor. mor renkli kapağı da gayet güzel duruyor telefonda.",Bağlamsal/Diğer
daha zarif olacagini dusundum. ayrica kutusu guzel degil. ucuz duruyor,Bağlamsal/Diğer
"1 - ekranda yatay beyaz saydam şeritler var,",Bağlamsal/Diğer
"montajı hatalı yapılmış olmalı,ancak orijinalini aratmıyor.",Bağlamsal/Diğer
"kesinlikle ayar yapmaya kalkmayınız, çünkü cam silikonla tutturulmuş, canınız sıkılabilir...",Bağlamsal/Diğer
telefon menüsü çince geldi..türkçe yapana kadar canım çıktı. şarz cihazı ise ülkemize uygun değil. umarım bu telefonun garantisinde sorun yaşamam...,Olumsuzlama
hızlı gönderi ürün baya ince,Bağlamsal/Diğer
- leri,Kısa Yorum
gerçekten sağlam duruyor barlarda çok ağır değil 20 kg toplam ağırlık var yani öyle düşünün. ancak bana gelen ürünün bir civatası eksk onu da gönderirlerse çalışmaya başlayacağım :),Olumsuzlama
yorumlarda yazanlardan yola çıkarak ve asus diye aldım.,Bağlamsal/Diğer
açıklamayı lütfen dikkatli okuyun. dahili uydu alıcılı demiyor. sadece uydu alıcılı yazmışlar. yani uydu alıcısını eski sistem ayrıca gönderiyorlar. alacakların dikkatine,Bağlamsal/Diğer
"tek havluyu(bornoz bile degil, el bezi havlusu) iki gun taşıdı; ikinci havluyu 24 saat bile tutamadı. vidalı urunleri oneririm.",Bağlamsal/Diğer
bende yeni aldm ama zinciri cok ince,Bağlamsal/Diğer
üst kapak cam görünümlü kırılır,Bağlamsal/Diğer
philips markasının belirli kriterleri gözetmesi açısından ses kalitesi çıtasını gözardı etmemesi gerekirdi.ürünü kullandım klasik kulaklık işlevi açısından yeterli yalnız müzik keyfi diyorsanız egerki daha hassas ses veren kulaklıkları deneyin derim,Bağlamsal/Diğer
ürün aldım ilk sene fazla kullanmadım son bir aydır düzenli kullanıyordum bugünde lastik koptu bence çok dayanıklı değil,Olumsuzlama
sol alt köşesinde silikon çıkıntı var ve rahatsız ediyor,Bağlamsal/Diğer
versace blue jeans almadan rochas kullanıyordum 2 senden beri yorumlara bakarak aldım bu parfünü parfüm bugün elime geçti ama yorumlardan olsa gerek beklentilerim çok yüksekti ama beklediğim gibi mükemmel bir kokuyla karşılaşmadım önceden kullanmayan arkadaşların parfümü almadan önce bir kere kuklaması lazım parfümü rochas dan şaşmıycam artık.,Bağlamsal/Diğer
tabanca kısmından o kadar su taşıyor ki. musluğunuzu başlığını değiştirip(ki bu bütün benzer ürünlerde yapmanız gereken bir şey) ve tabanca tarafını teflonla sağlamlaştırırım diyorsanız alın.,Yazım Bozukluğu
i̇ki̇ kere kullandim tam i̇steni̇len şeki̇lde bi̇r parlaklik ve koyuluk vermedi̇ ama i̇dare eder ben daha önceleri̇ badem yaği sürüyordum oda kisa bi̇r süre sonra toz yapişiyorde oda çamur gi̇bi̇ oluyordu bunda öyle bi̇r şey olmadi.,Olumsuzlama
kokusu 10 üzerinden 7 alır kalıcılığı ise 4,Bağlamsal/Diğer
ürün güzel teslimat süresi 2 gün onda da bir sıkıntı yok ama kornası boş çıktı.,Olumsuzlama
"2.5 inc harddisk kabı olarak biraz büyük, boyutu biraz daha küçük olabilirmiş.",Bağlamsal/Diğer
kitabı alırken beklentim çok yüksekti. yalnız okumam yaklaşık bir buçuk ayı buldu. okumaktan soğumak üzereydim zoraki bitirdim.,Bağlamsal/Diğer
izgaralası çıkıp takılmıyor vidalı dolaysıyle bulaşık makinesinde yıkamayı unutun.,Bağlamsal/Diğer
hem ince hem sızdıriyor hem de pişik yaptı.,Bağlamsal/Diğer
"mini dediğiniz telefon 4,5 inc ekran tek elle zaten kullanılmıyo",Bağlamsal/Diğer
"bayram tatilinde bile cevap yazan hepsiburada müşteri hizmetleri kalitesini hissettiriyor, teşekkürler, ürün o kadar da kaliteli değil ya da ben beceremedim.",Olumsuzlama
konular cok üstünden geçilmiş derinlik yok açıkçası okuduğum tarih kitapları arasında aşağlarda kalır.,Olumsuzlama
babam oğluma hediye aldı 12 aylık oğlum yeni yeni yürümeye başladı ve su damacanası çöp kovasını iteleyerek yürümeye başladı eşimde ilk araba dye bir şey varmış diyerek aklıma soktu babam sağolsun hediye aldı ancak bizim oğlan cep herkülü gibi herşeyi kaldırmaya çalıştığı ilk araba için hafif geldi yani hiç kullanmadı diyebilrim birde halı üzerinde tekerler çok zor dönüyor bilginizolsun,Olumsuzlama
bu ürünü alırken gerçekten de yazılan yorumlardan yola çıkarak önemli değişiklikler elde deceğimi düşündüm.,Bağlamsal/Diğer
asus zenfone 6 telefonum için aldım. 3300 mah bataryası var. 2 kere şarj edebildim. 1.sinde %0dan %100 e 4 saatte getirdi. 2.sinde %0dan %87ye 3.5 saatte getirdi. daha kendi markası olan telefonu düzgün şarj edemediğinin kanaatindeyim. 10050 mah lik powerbank in ışıklarına harcadığı gücün 3450 mah olmasına inanmak imkansız. powerbanki şarj etme süresi ise 9 saat. akşam 12 de şarja koysanız sabah 9 da hazır oluyor.,Bağlamsal/Diğer
kampanya ile aldım fena değil bedavaya geldi tavsiye edilecek bir ürün dişlere çok iyi geliyor diş minesini onarıyor diş etine iyi geliyor.,Olumsuzlama
boşuna masraf ve zahmet.,Kısa Yorum
paketten iki adet koruyucu film çıkıyor. ürünü videosunu da izleyerek azami dikkatle iki farklı telefona uyguladım. birinde tam yapıştı ancak diğer telefonda kavisli edge kenardan kalkma yaptı. pek uzun ömürlü olmayacak gibi görünüyor.,Bağlamsal/Diğer
i̇ki yıldır kullandığım parfüm ama bu siparişte gelenin kokusu da farklı kalıcılığıda.hissedilir derecede bozmuşlar parfümü fiyatına kıyasla artık kullanmam.,Yazım Bozukluğu
ürün sessiz ve hızlı çalışıyor.,Bağlamsal/Diğer
"hızlı şarjı destekleyen yumuşak yapıda, dışı silikon kaplı, 2m uzunlukta kablolardı.",Bağlamsal/Diğer
onun dışında koltuk altı uzun sürsede alıyorsun,Bağlamsal/Diğer
"bi çift ayakkabı içine sığmıyor, ayakkabının tekini koyabilirsiniz yalnızca. görsellerde ve açıklamalarda belirtildiği gibi de kaliteli değil.",Olumsuzlama
ürünü hepsiburadadan almadım samsungun kendi bayisinden aldım ama burada bu ürünü alacak olan arkadaşlara ürünün 2015 yılına göre çok sesli çalıştığı konusunda deneyimimi paylaşmak istedim. tabi yine alıp almakta karar alacak olan arkadaşların...,Bağlamsal/Diğer
"bu kadar para vermek yerine arkonun cool traş kolonyasını alabilirsiniz inanın hiç bir farkı yok..buradaki efsane, klasik, mükemmel gibi yorumlara da kesinlikle inanmayın koku kalitesine gelince 10 üzerinden 5 yeterli olur sanırım. kesi̇nli̇kle başka bi̇r parfüm deneyi̇n...",Olumsuzlama
ürüün gerçekten güzell ama bazen bir takılıyor pir takılıyor,Bağlamsal/Diğer
orjinal zannetmiştim yıllardır duracell kullanıyorum ilk defa uzun süre kullanamayacagim bir duracell pil ile karşılaştım ve açıkçası şaşkınım,Yazım Bozukluğu
ürün bu gün elime geçti sabah beri gaz basıyorum ses yok çok azzz duyulmnuyo 1.4 70s uno da denedim galiba bizim aracın değişim zamanı gelmiş.:),Olumsuzlama
herkes telefon için rakiplerinden daya iyi demiş ama bataryası değiştirilemeyen bir telefon nasıl olursa olsun donanımı tasarımı ekranı kamerası ne kadar güçlü olursa olsun bir işe yaramaz. 1 yıl sonra şarj sorunu çekmeye başlayacaksınız ve batarya gömülü olduğu için hiçbir çözüm yolunuzda olmayacak benden söylemesi. alanlara hayırlı olsun,Olumsuzlama
telefonumla gelen orjinal şarj aleti hızlı şarj yapıyor. yani telefonda bir sıkıntı yok.,Olumsuzlama
tek artısı fiyatı,Kısa Yorum
ama sanırım iş görecektir.,Kısa Yorum
evdeki tüm dolap kapakları ve çekmeceler için birer tane aldım fakat 1 hafta geçmeden bir buçuk yaşındaki oğlum tamamını kopardı.şimdi daha sağlam bir çözüm arıyorum .,Bağlamsal/Diğer
bu ürünü arkadaşımda gördüm ve çok beğendim. hemen sipariş ettim. 2 günde elime ulaştı. az önce kurulumunu tamamladım ve her şey hazırdı. fakat eğri barların orantısız olduğunu farkettim ve fabrika çıkışlı bi hata vardı. i̇ade formunu doldurdum onaylanmasını bekliyorum. ürünü kesinlikle alın fakat bu tarz aksaklıklar çıkabilir bunu da unutmayın,Bağlamsal/Diğer
ürünu kötu demek istemiyorum.kaz tüyü ürün daha önce kullanmadım çok agır kokuyor kokusudan rahatsız oldum.,Bağlamsal/Diğer
telefon küçükse şarj sorununu çözer ancak telefon büyükse kısa vadeli çözümdür benim telefon z2. %36 şarj edebiliyor,Bağlamsal/Diğer
"alabilirsiniz, idare eder. hayırlı olsun.",Bağlamsal/Diğer
zincir aparatının bağlı olduğu yer çok hassas ve bikaç kullanımda yırtılacak gibi duruyor,Bağlamsal/Diğer
bi̇raz tekerlek gi̇bi̇ büyük duruyor:) hareketleri̇ kistliyor ev i̇çi̇nde fi̇yatina göre i̇yi̇ şuna deyi̇nmek lazim hepsi̇burada bu i̇şi̇ yi̇ bi̇li̇yor tesli̇mat hizi çok i̇yi̇ :),Bağlamsal/Diğer
"duzenli balik yiyen bir aileyiz, o yuzden annem rahat etsin diye aldım.geldiği gun barbun ve hamsi pişirdim normal yani extra bir kolaylığı yok.biraz tadi güzelleştirdi sanki. ertesi gun kofte de denedim ,soğan biber de attım.cok hizli ve lezzetli pişti.bana göre köfte için daha uygun",Olumsuzlama
"cihaz bugün elime ulaştı. anında denedim. oldukça kullanışlı. yan komşumla aramda 2 duvar var. wi-fi 2 çizgi falan çekiyordu. telefon ile bağlanmak ise ölüm gibiydi. bu cihazı direkt kendi odama takarak denedim. şu an full çekiyor. keşke daha önce alsaymışım. tavsiye ederim. fiyatına göre çok uygun, yer kaplamayan bir cihaz.",Bağlamsal/Diğer
ürünün orta ayar kısmı çıkmış bir şekilde geldi kendim taktım ama ne tarafa çevirsem ısısı yüksek kalıyor bir çok kıyafetimi yanmaktan son anda kurtardım .,Bağlamsal/Diğer
"1990lardaki hayat sularinin kokusu gibi plastik kokusu var. shaker olarak sutlu protein shake yapinca koku gelmiyor ama, kutusunda ciktigi zamanki kokusu unutulmuyor tabi. ici plastik olmayan cam matara alinmasini tavsiye ederim.",Bağlamsal/Diğer
mağazanın birinde bu ürünü inceleme fırsatı buldum. homend marka kullanmış biri olarak çelik modelini alın derim. hem sağlıklı hem güvenli. benden tavsiye,Bağlamsal/Diğer
çoğu yorumda çok iyi makine şöyle iyi böyle iyi yazılmış lakin diğer yorumlarda da kurutma problemi olduğu yazılmış ben buna dikkat etmedim tatbiki gerçektende ilk kullanımda makinenin içindekiler ıslaktı yani tamamen kurutma yapamadı makine. en eski bulaşık makineleri bile bunu başarıyla yapabilirken böyle bir makine nasıl yapamaz anlamıyorum. yıkamasından problem yok güzel yıkamış lakin kurutma problemi bize teknik servis açısından da problem yaratacak gibi. size bu makineyi tavsiye etmem. alacaksanız da internet üzerinden etraflıca araştırma yapın. teşekkürler.,Olumsuzlama
görüntüde sıkıntı yok kanal sıralaması yapmadı.,Olumsuzlama
kalıcılık olarak iyi değil fakat kokusu yaz için güzel. fiyat olarakta şu an indirimde olduğu için düşünülebilir. teslimat içinde ertesi gün siparişim elime ulaştı,Olumsuzlama
"ürün her yüzeyde tam performans ile çalışmıyor , bağlantı kalitesi ise beklenen gibi değil . biraz daha fiyat artışı ile güzel bir mouse alınabilir .",Olumsuzlama
tek kelimeyle müthiş bir kitap arkadaşlar. ve ilk iç sayfada sayın b.barış muslunun imzası ile geliyor. yerli yabancı bir çok nlp kitabı okudum. fakat hiç birinde bulamadığım yöntem ve uygulamaları bu kitapta buldum. keşke bu kitabın değerini herkes bilseydi. yeterince yayılmamış olduğu için üzülüyorum. i̇nsanların mahrum kalmaması gereken bir başucu kitabıdır bu resmen....,Olumsuzlama
ürün ortalama bir ürün. yani emniyet kemeri geçiş yerleri yok. bana gönderilen kutuda ama var gibi gösterilmişti. i̇pleri ince ve hemen kopabilir.,Olumsuzlama
guzel kullanisli ve sade bir tasarimi olan bir casio modeli fiyat olarak da makul butcesi kucuk olan arkadaslara casio kalitesi,Bağlamsal/Diğer
kısacası kesinlikle alamayız gereken bir ürün.,Bağlamsal/Diğer
öncelikle kurulum kılavuzunda kurulum adımları yer almıyor. bu yüzden hangi parça nereye gelecek bulmaca çözer gibi bulmanız gerekiyor. bunun yanında plastik sabitleyiciler kılavuzda 36 adet yazmasına rağmen sadece 8 adet çıktı. tüm problemlerin üstesinden gelmeme rağmen fix milleri her iki taraftan sıkıştırılan şekilde tasarlanmış ancak iki taraftan fixleri sıkmak imkansız.bu yüzden gidip uygun parça bularak kurulumu yapmanız gerekiyor. şimdiye kadar pek çok kez demonte ürün montajı yaptım ancak ilk kez bu kadar hayal kırıklığı yaşadım.,Bağlamsal/Diğer
öncelikle ürünü alalı çok zaman oldu.,Bağlamsal/Diğer
kredi kartına taksit yaptığı için alıyorum. hepsiburada.com yazılı bir kesede geliyor.bu yılın son tarihli ürünü. eski değil kargo ücreti de oldukça yüksek,Olumsuzlama
yatak haline getirip açtığınızda menteşeleri (4 adet) kumaşın altından çıktığı için üzerine bir şilte atmadan yatamazsınız.,Bağlamsal/Diğer
ürünün kokusu çok güzel ama kalicigi sadece sikana kadar sıkarken bi hissediyorsunuz dahada ötesi yok bunun kaliciligini arttirmalari gerek böyle kokuyu değerledirin,Olumsuzlama
pratik saplı,Kısa Yorum
ürünü yedek olarak samsung c7 ile kullanmayı denedim. hızlı şarj başlıyor ve 1 sn sonra normale dönüyor. adaptif ama her modelde hızlı şarj desteklemediğini düşünüyorum.,Yazım Bozukluğu
geçmiş yıllarda spor salonunda kullandığım o güçlü makine gitmiş gücü azaltılmış bir makine olmuş. burdan marka vermiyeyim ama araştırın aynı paraya daha güçlü ve özellikli makineler var.,Bağlamsal/Diğer
bu paraya bu kadar almaya gerek olmadığını söyleyebilirim termal özellikli gerçekten istiyorsanız paraya kıyacaksınız,Olumsuzlama
çok çabuk aşınıyor ayrıca hiçbir bağımsız test kuruluşunun testlerine girmiyor şu an param yok yada arabayı satacağım zaten diyenlerin tercih ettiği bir lastik isterdim ki bu olumsuzluklar kalksın benim param ülkemde kalsın,Olumsuzlama
ürünü araç ıslakken kaportaya sıkıp kurulayın. daha sonra kuru ve temiz bir bezle puslu görünüm almış kaportayı silin. ürünü daha almadıysanız bence piyasadaki meguiars quick detailer veya quick wax ı tercih etmelisiniz.,Bağlamsal/Diğer
cihaz fiyatına göre iyi gibi,Bağlamsal/Diğer
ürün gayet kullanışlı ama her bölme arasında dikiş yok ayakkabı terlık ne varsa yerleştirdikten sonra yatagın altına koydum evim küçük oldugundan dolayı benım için kullanışlı bir ürün,Olumsuzlama
"diğer yorumlarda söylendiği kadar kaliteli bir cihaz değil, inceleyebileceğiniz şeyler sınırlı, netleme vidası gevşek, yeğeninizi(çocuğunuzu,torununuzu) bi kaç hafta oyalar o kadar",Olumsuzlama
"şarzı iyi gidiyor 2-3 gün kadar,",Bağlamsal/Diğer
kerastase yakışmayan bir ürün. saçları çok yağlandırıyor ve kepek yapıyor.,Bağlamsal/Diğer
23 mart'ta sipariş verdiğim ürün elime 28 mart'ta ulaştı.(5gün),Bağlamsal/Diğer
ama mecbur kaldım hangi emzik modeli denedimse kabul etmedi bebeğim sürekli emmek istediğimiz için bende zorda kaldım bu gün sipariş verdim umarım işe yarar,Olumsuzlama
makinede ön yıkama programı yok servisi aradım böyle dediler. çok saçma.,Olumsuzlama
bu ürününü alalı iki sene oldu.amatör kullanıcılar icin fena degil.kendi evinin tamirini yapanlar icin ideal bir ürün.fiyatına göre tavsiye ederim..,Bağlamsal/Diğer
tasarım olarak cok ıyı ama alalı 2.5 hafta oldu ılk zmanlar sıkıntı yoktu sımdı hızlı sarz yapmıyor sarza taktımmı 4-5 saaat beklemek gerekiyor,Olumsuzlama
"ürün alan arkadaşlar, kuyumcuya gidip bozdurmak istediğinizde, kalitesini veya fiyatının ne olacağını sorduğunuzda ne cevap aldınız, yani bu ürün piyasada (kuyumcularda) satılan diğer çeyrek altınlardan farklı mı istediğimiz zaman piyasa değerindne bozdurabilir miyiz acaba?",Bağlamsal/Diğer
siparis verdim ama daha acarken kutusunun mentese tarzi demirleri dagildi neyse dedik taktik pilleri ama bir kamyon pil siparis verseniz yeridir. adeta somuruyor pilleri. menzili ve parlamasi guzel ama pil sıkıntısı çok can sıkıyor. 1 saat sürmeden nokta kadar ufacik kaliyor.,Bağlamsal/Diğer
--(odada pencere veya kapıyı hafif aralı bırakıp öyle kullanmak gerek.,Bağlamsal/Diğer
ürün kaliteli. ancak özelliklerinde söylendiği gibi elektrik kesildiğinde otomatik olarak yanmıyor. elfeneri olarak kullanıyorum.,Bağlamsal/Diğer
uyguladım 2. günü yağmur yağdı aldı götürdü tüm cilayı boşa emek harcamayın bence kalıcı çözümlere bakalım sonax adına güvenm ama,Bağlamsal/Diğer
"beklentilerimi fazlasıyla karşıladı.parlak ve canlı renkler,çok çabuk kuruma ve uygun fiat.daha ne olsun.kesinlikle tavsiye ederim.",Yazım Bozukluğu
ürün zaten basit bir ağırlık. o yüzden bence en önemli özelliği sağlam olması. ama paketi açtığımda ikisinin de yüzey plastiğinin çatlayarak iyice açılmış olduğunu gördüm. i̇çindeki beton ve kum parçacıkları dökülüyordu.,Bağlamsal/Diğer
arka ceplere cüzdan vs sığmıyor dar ve küçük. yan cebin ağzı dar. bütün dikişlerde ipler artmış sarkmış şekilde elle koparmaya çalışmayın sökülüyor.,Bağlamsal/Diğer
bu markanın 5w 8w ve 12w aldım.açıkçası 5 ve 8 tatmin etti beni ama 12w beklediğim kadar aydınlatmadı.,Bağlamsal/Diğer
kesinlikle alınıp kullanılmaya değmez zira makinemde oluşan lekelerin hemen hemen hepsi aynen duruyor ve içinde herhangi bir hoş koku yok.,Olumsuzlama
çok beğenildi. bulunduğum yerde yoktu.çok güzel.,Olumsuzlama
almadan bilmiyordum. basmalı zannederdim. ancak burma marifetiyle uçları faaliyete geçermiş.,Bağlamsal/Diğer
kısaca iyi diyebileceğim bir özelliği yok.,Olumsuzlama
"ürün erkek kokusu diye nitelendirilmiş ama başlık unisex yazıyor.bencede unisex.bence edt değil , body mist tarzında kalıcılık sahibi. ama 200 ml = hepsiburada fiyatı , fena değil; alınabilir.edp olsaymış daha güzel olurmuş. aslında güzel koku.ben buram buram kokmayı tercih edenlerdenim....",Olumsuzlama
simdi diyeceksiniz ki neden aldin bluetooth kulaklik. kablolular daha guclu ses cikartiyor.,Bağlamsal/Diğer
tavsiye ederim ama başka bir markayı deneyin.inanınki 10-40 kg diye ayarlı olmasına rağmen 30 un üzerine ayar yaptım teli tak tuk sesler yapmaya başladı birleşme yerlerinden pastik parçaları toz gibi düşmeye başladı ve en önemlisi tyay sitemi şayet kırılıp koparsa allah kosun yüz göz için büyük tehlikealılı daha üç hafta olmadı ama yazık oldu..almayın bence..alırkende bağlantı noktalarının şekline mutlaka bakın,Olumsuzlama
standart bir ürün. mühendislik öğrencilerinin çok kullandığı bir makine.,Bağlamsal/Diğer
hızlı teslimat diyor ama hemen gelmiyor inanmayın ürün güzel sorunsuz,Bağlamsal/Diğer
"nest cafe gibi instant cafe kullanıyorsanız , makina almaya gerek yok zaten.... bunları ellede rahatlıkla yapabilirsiniz . .üstelik makina temizleme derdinizde olmaz",Olumsuzlama
teslimati kurulum sureci cok kolaydi ve makine gayet guzel temizliyor. yalniz sikinti noktalari mevcut.,Bağlamsal/Diğer
"kokusu güzel, ilk kullanimda kokuyu herkes hissediyor. 1 saat sonra sadece siz hissediyorsunuz, 2 saat sonra koku kayboluyor.",Yazım Bozukluğu
"tavsiyem, yazın yaz lastiği, kışın kış lastiği kullanmaktır.",Bağlamsal/Diğer
daha önce hafif fresh kokular kullandığım için midir bilmem ama çok ağır geldi. kalıcı üstelik.... bir kere sıktınız mı sizi rahat idare ediyor tabii kokuyu sevdiyseniz...,Bağlamsal/Diğer
ama parayi kolay kazanmiyorum ben di̇yorsan alma,Bağlamsal/Diğer
"20 yıllık bilgisayar programcısı ve oyuncu olarak söyleyebilirim ki elimde 4-5 mouse var. bu mouse u pad'i için almıştım. öyle de oldu :) boşta yatıyor. kaliteli mouse kullanmışsanız cihaz çok yavaş,(dpi) kırıp atasınız geliyor. parmaklar icin klavuz (resting house) yapmışlar fakat benim elime göre değil.(kimin eline göre ? bu tarz sabit klavuzlar zaten kaliteli mouselarda olmaz.) bu fiyat civarındaydı gigabyte m8000 modeli bu mouse'tan 10 kat hızlı. mousepad'i de arkadaşıma hediye ettiğim için bişey diyemiyeceğim kalitesi hakkında. en nihayetinde hiç mouse'um olmasa, ve bütçem 40 tl olsa. yine de şansımı başka mouselarda denemek isterim. bu mouse u almam.",Olumsuzlama
ürün ne kadar etkili daha pek anlaşılmadı ancak bizim karıncalar pek takmıyor gibi... sinek veya fareler için bekleyip görmekte fayda var...,Bağlamsal/Diğer
"ürünün yorumlarını okuyup, bütün olumlu yorumlar sebebiyle ürünü aldım. 4 kere farklı waffle tarifleriyle denedim fakat hem beyaz pişiriyor hem de çok kurutuyor. pişmesi için 10 dakika gibi bir süre beklemekte cabası. fiyatına göre alınabilir derim. ama waffle seviyorsanız, kesinlikle alacağınız ürün bu olmamalı.",Bağlamsal/Diğer
"emiş gücü kalıbına göre güzel normal süpürgeleri aratmayacak derecede benim gibi resme aldanıp şarjlı sanmayın elektrikli ,hepa filitresini temizlemesi biraz zor onudışına fiyatına göre gayet ii performansı",Bağlamsal/Diğer
"gece melatonin hormonu üretimini en az engelleyen kırmızı ışık, en fazla engelleyen ise mavi ışıktır. vücudun dengesini bozmamak için gece lambası kırmızı renk olmalı.",Bağlamsal/Diğer
ürünü aldım lambası yanıyor çalısıyr ama sarj etmıyor mp3ümü taktım mp3ü açıyo lambası yanıyo ama mp3 sarj göstergesı çıkmıyor mp3 u sarj etmıyor yanı ama yınede fıyatı açısından alınmaya deger belkı sorun benım mp3dedir,Bağlamsal/Diğer
1. kuru zemin için performansı ortalama lastik düzeyinde.,Bağlamsal/Diğer
"ürünü, radyo, saat, usb ve sd girişi bulunan başka ürün bulamadığım için aldım. aksi durumda tercih etmezdim. peki bu kadar fonksiyonu var ama işe yarıyor mu? bir bakalım;",Bağlamsal/Diğer
"yaklaşık 1 haftadır kullanıyorum. öncelikle öyle mükemmel harika falan değil. sadece pil konusunda +yarım gün diğerlerine göre avantaj isterseniz alın. fiyat uygun ama yazılım çok eksik. ana sayfada ana ekranı seçemiyorsunuz, ana ekran düzenlemeleri çok zayıf mesela orta tuşa basınca ana sayfaya değil en baştaki sayfa ne ise ona gidiyor. ana sayfalar ayfalar arası hızlı geçiş yok. ram 1 gb ve birkaç program yükleme nerdeyse ram de boş yer kalmıyor buda pilin daha da hızlı gitmesine sebep oluyor kısacası amaç konuşmak, biraz pil avantajı ve uygun fiyatsa alabilirsiniz ama ne istediğinize dikkatli karar verin.",Olumsuzlama
telefon eline yeni ulaştı 16 gb hafızanın 14 gb ni sistem kullanıyor hafıza problemi var,Bağlamsal/Diğer
